name,weight,price,crawllink,link,details,id,imgUrl
"Напиток сливочный, сладкий",,,http://health-diet.ru/base_of_food/sostav/1051.php,,"{""Калорийность Ккал"": ""62,5"", ""Белки гр."": ""3"", ""Жиры гр."": ""3,6"", ""Углеводы гр."": ""4,8"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Напиток сливочный, сладкий"", ""top_cat"": ""Молоко и молочные продукты""}",1051,
"Паста ацидофильная 4,0% жирности",,,http://health-diet.ru/base_of_food/sostav/1030.php,,"{""Калорийность Ккал"": ""143"", ""Белки гр."": ""5,5"", ""Жиры гр."": ""4"", ""Углеводы гр."": ""20,5"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Паста ацидофильная 4,0% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1030,
"Паста ацидофильная, сладкая 8,0% жирности",,,http://health-diet.ru/base_of_food/sostav/1029.php,,"{""Калорийность Ккал"": ""203"", ""Белки гр."": ""6,6"", ""Жиры гр."": ""8"", ""Углеводы гр."": ""25,5"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Паста ацидофильная, сладкая 8,0% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1029,
Сайда,,,http://health-diet.ru/base_of_food/sostav/317.php,,"{""Калорийность Ккал"": ""80,9"", ""Белки гр."": ""19,1"", ""Жиры гр."": ""0,5"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Сайда"", ""top_cat"": ""Рыба и морепродукты""}",317,
Сайра,,,http://health-diet.ru/base_of_food/sostav/318.php,,"{""Калорийность Ккал"": ""204,9"", ""Белки гр."": ""19,5"", ""Жиры гр."": ""14,1"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Сайра"", ""top_cat"": ""Рыба и морепродукты""}",318,
"Сайра, крупная",,,http://health-diet.ru/base_of_food/sostav/1177.php,,"{""Калорийность Ккал"": ""204,9"", ""Белки гр."": ""19,5"", ""Жиры гр."": ""14,1"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Сайра, крупная"", ""top_cat"": ""Рыба и морепродукты""}",1177,
"Сайра, мелкая",,,http://health-diet.ru/base_of_food/sostav/1179.php,,"{""Калорийность Ккал"": ""204,9"", ""Белки гр."": ""19,5"", ""Жиры гр."": ""14,1"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Сайра, мелкая"", ""top_cat"": ""Рыба и морепродукты""}",1179,
"Сайра, средняя",,,http://health-diet.ru/base_of_food/sostav/1178.php,,"{""Калорийность Ккал"": ""204,9"", ""Белки гр."": ""19,5"", ""Жиры гр."": ""14,1"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Сайра, средняя"", ""top_cat"": ""Рыба и морепродукты""}",1178,
Салака,,,http://health-diet.ru/base_of_food/sostav/319.php,,"{""Калорийность Ккал"": ""125"", ""Белки гр."": ""17"", ""Жиры гр."": ""6,3"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Салака"", ""top_cat"": ""Рыба и морепродукты""}",319,
"Салака, весенне-летняя",,,http://health-diet.ru/base_of_food/sostav/1180.php,,"{""Калорийность Ккал"": ""93"", ""Белки гр."": ""17,5"", ""Жиры гр."": ""3"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Салака, весенне-летняя"", ""top_cat"": ""Рыба и морепродукты""}",1180,
"Салака, осенне-зимняя",,,http://health-diet.ru/base_of_food/sostav/1181.php,,"{""Калорийность Ккал"": ""143"", ""Белки гр."": ""17"", ""Жиры гр."": ""8,3"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Салака, осенне-зимняя"", ""top_cat"": ""Рыба и морепродукты""}",1181,
"Сосиски, русские",,,http://health-diet.ru/base_of_food/sostav/872.php,,"{""Калорийность Ккал"": ""250"", ""Белки гр."": ""11,3"", ""Жиры гр."": ""22"", ""Углеводы гр."": ""1,7"", ""sub_cat"": ""Сардельки, сосиски"", ""Продукт"": ""Сосиски, русские"", ""top_cat"": ""Мясо, птица и мясные продукты""}",872,
"Сосиски, свиные",,,http://health-diet.ru/base_of_food/sostav/873.php,,"{""Калорийность Ккал"": ""324,4"", ""Белки гр."": ""11,8"", ""Жиры гр."": ""30,8"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Сардельки, сосиски"", ""Продукт"": ""Сосиски, свиные"", ""top_cat"": ""Мясо, птица и мясные продукты""}",873,
Вымя говяжье,,,http://health-diet.ru/base_of_food/sostav/579.php,,"{""Калорийность Ккал"": ""172,5"", ""Белки гр."": ""12,3"", ""Жиры гр."": ""13,7"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Субпродукты"", ""Продукт"": ""Вымя говяжье"", ""top_cat"": ""Мясо, птица и мясные продукты""}",579,
Голова баранья,,,http://health-diet.ru/base_of_food/sostav/491.php,,"{""Калорийность Ккал"": ""87"", ""Белки гр."": ""15"", ""Жиры гр."": ""3"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Субпродукты"", ""Продукт"": ""Голова баранья"", ""top_cat"": ""Мясо, птица и мясные продукты""}",491,
Голова говяжья,,,http://health-diet.ru/base_of_food/sostav/490.php,,"{""Калорийность Ккал"": ""184,9"", ""Белки гр."": ""18,1"", ""Жиры гр."": ""12,5"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Субпродукты"", ""Продукт"": ""Голова говяжья"", ""top_cat"": ""Мясо, птица и мясные продукты""}",490,
Голова свиная,,,http://health-diet.ru/base_of_food/sostav/529.php,,"{""Калорийность Ккал"": ""216"", ""Белки гр."": ""18"", ""Жиры гр."": ""16"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Субпродукты"", ""Продукт"": ""Голова свиная"", ""top_cat"": ""Мясо, птица и мясные продукты""}",529,
Губы говяжьи,,,http://health-diet.ru/base_of_food/sostav/494.php,,"{""Калорийность Ккал"": ""105"", ""Белки гр."": ""15"", ""Жиры гр."": ""5"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Субпродукты"", ""Продукт"": ""Губы говяжьи"", ""top_cat"": ""Мясо, птица и мясные продукты""}",494,
"Паста молочная, ""здоровье"" 5%",,,http://health-diet.ru/base_of_food/sostav/1033.php,,"{""Калорийность Ккал"": ""53,3"", ""Белки гр."": ""11"", ""Жиры гр."": ""0,2"", ""Углеводы гр."": ""2"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Паста молочная, \""здоровье\"" 5%"", ""top_cat"": ""Молоко и молочные продукты""}",1033,
"Паста молочная, ""здоровье"" нежирная",,,http://health-diet.ru/base_of_food/sostav/1034.php,,"{""Калорийность Ккал"": ""53,3"", ""Белки гр."": ""11"", ""Жиры гр."": ""0,2"", ""Углеводы гр."": ""2"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Паста молочная, \""здоровье\"" нежирная"", ""top_cat"": ""Молоко и молочные продукты""}",1034,
"Паста молочная, ацидофильная сладкая нежирная",,,http://health-diet.ru/base_of_food/sostav/1031.php,,"{""Калорийность Ккал"": ""81"", ""Белки гр."": ""5,5"", ""Жиры гр."": ""0,2"", ""Углеводы гр."": ""13,5"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Паста молочная, ацидофильная сладкая нежирная"", ""top_cat"": ""Молоко и молочные продукты""}",1031,
"Пахта ""идеал"", пастеризованная",,,http://health-diet.ru/base_of_food/sostav/1047.php,,"{""Калорийность Ккал"": ""41"", ""Белки гр."": ""3,3"", ""Жиры гр."": ""1"", ""Углеводы гр."": ""4,7"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Пахта \""идеал\"", пастеризованная"", ""top_cat"": ""Молоко и молочные продукты""}",1047,
"Пахта ""идеал"", сквашенная",,,http://health-diet.ru/base_of_food/sostav/1048.php,,"{""Калорийность Ккал"": ""40"", ""Белки гр."": ""3,3"", ""Жиры гр."": ""1"", ""Углеводы гр."": ""3,8"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Пахта \""идеал\"", сквашенная"", ""top_cat"": ""Молоко и молочные продукты""}",1048,
"Продукт кисломолочный «Тонус» 2,5% жирности",,,http://health-diet.ru/base_of_food/sostav/1411.php,,"{""Калорийность Ккал"": ""53"", ""Белки гр."": ""2,9"", ""Жиры гр."": ""2,5"", ""Углеводы гр."": ""4,1"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Продукт кисломолочный «Тонус» 2,5% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1411,
"Простокваша «Мечниковская» 4,0% жирности",,,http://health-diet.ru/base_of_food/sostav/1039.php,,"{""Калорийность Ккал"": ""66"", ""Белки гр."": ""2,8"", ""Жиры гр."": ""4"", ""Углеводы гр."": ""4,1"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Простокваша «Мечниковская» 4,0% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1039,
"Простокваша «Цитрусовая» 2,5% жирности",,,http://health-diet.ru/base_of_food/sostav/1414.php,,"{""Калорийность Ккал"": ""76"", ""Белки гр."": ""2,6"", ""Жиры гр."": ""2,5"", ""Углеводы гр."": ""10,1"", ""sub_cat"": ""Цельномолочные продукты"", ""Продукт"": ""Простокваша «Цитрусовая» 2,5% жирности"", ""top_cat"": ""Молоко и молочные продукты""}",1414,
Салилота,,,http://health-diet.ru/base_of_food/sostav/321.php,,"{""Калорийность Ккал"": ""73,2"", ""Белки гр."": ""16,5"", ""Жиры гр."": ""0,8"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Салилота"", ""top_cat"": ""Рыба и морепродукты""}",321,
Сардина океаническая,,,http://health-diet.ru/base_of_food/sostav/322.php,,"{""Калорийность Ккал"": ""166"", ""Белки гр."": ""19"", ""Жиры гр."": ""10"", ""Углеводы гр."": ""0"", ""sub_cat"": ""Рыба свежая, охлаждённая, мороженая"", ""Продукт"": ""Сардина океаническая"", ""top_cat"": ""Рыба и морепродукты""}",322,
