raw_id,sqn,brand,brand_detected,product_manufacturer,weight,fat,pack,pfqn
243736,сосиски сливочные,Рублёвский,True,"ООО ""Торговый дом ""Москворецкий""",480г,,,Сосиски Сливочные Рублёвский 480г
570461,уксус винный бальзам из модена,Borges,True,ACEITES BORGES,250мл,,,Уксус Borges винный бальзам из Модена 250мл
579326,вода пит газ,Калинов Родник,True,"ООО ""Фонте Аква""",0.5л,,пэт,Вода Калинов Родник пит.газ.0.5л ПЭТ
244080,пирожные заварные кольца,Фили-Бейкер,True,"ООО ""Фили-Бейкер""",300г,,,"Пирожные заварные ""Кольца"" Фили-Бейкер 300г"
168653,мороженое эскимо пломбир в шоколадной глазури,Сваля,True,"АО ""Пено Жвайгждес""",80г,,,Мороженое эскимо пломбир в шоколадной глазури 80г Сваля
93502,рис ризотто с грибами т/ст,Домашнее БИСТРО,True,"ООО ""Си-Проджект""",60г,,,Рис Дом.Бистро ризотто с грибами 60г т/ст
117024,рассол для грудинки копченой,Костровок,True,,150г,,,Рассол для грудинки копченой 150г Идея на закуску
592431,сок мультифрукт,Золотая Русь,True,"ОАО ""Сады Придонья"", Россия",0.2л,,ст/б,Сок Золотая Русь мультифрукт 0.2л ст/б
92642,пицца ассорти,О'КЕЙ,True,"ООО ""Морозко""",450г,,,Пицца ОКЕЙ ассорти  450г
44060,колбаса в/к сервелат финский,Мясная империя,True,"ООО ""МПК Мясная империя""",кг,,,Колбаса в/к Сервелат Финский Мясная Империя. кг
241562,подсластитель,Milford,True,,39г,,650 таб,Подсластитель Milford 650 таб 39г
244867,мороженое пломбир шоколадный с кусочками шоколада,Окей,True,"ООО ""Талосто-3000""",450г,,,Мороженое ОКЕЙ пломбир шоколадный с  кусочками шоколада 450г
598068,сыр голландский,Ичалки,True,"ОАО ""Сыродельный Комбинат Ичалковский""",фасовка 300 г,45%,,Сыр Голландский Ичалки 45% фасовка 300 г
44383,огурцы,Не Бренд,,,кг,,,"Огурцы, кг"
114801,икра из молодых баклажанов обломов,Пиканта,,"ООО ""Плодородный край""",420г,,,Икра из молодых баклажанов 420г Обломов
43466,карпаччо из мяса птицы с/к,СЕТУНЬ,True,"ООО' МПЗ ""Сетунь""",1кг,,,Карпаччо из мяса птицы с/к 1кг Сетунь
47125,бекон в/к в/с,Царицыно,True,"ОАО ""Фирменный Торговый Дом Царицыно""",кг,,в/у,Бекон в/к в/с в/у Царицыно. кг
242345,круассаны,Морозко,True,"ООО ""Морозко""",140г,,2шт,Круассаны 2шт 140г Морозко
112703,сметана,Домик в деревне,True,"ОАО ""Вимм-Билль-Данн""",180г,15%,стакан,Сметана Домик в деревне 15% 180г стакан
135639,зефир с ароматом ванили,PL NoName,True,"ООО ""КФ Тореро""",220г,,,Зефир с ароматом ванили 220г PL FP
594239,майонез оливковый сашет,Ряба,True,"ОАО ""Нижегородский масло-жировой комбинат""",233г,67%,,Майонез Ряба оливковый 67% 233г сашет
243799,сардельки,Доктор,True,"ОАО ""Царицыно""",400г,,,Сардельки Доктор 400г
205972,оливки зел б/к,Lutik,True,Hamamacioglu Koll Sti,370г,,,Оливки зел б/к 370г Lutik
198359,крекеры без соли,Delser,True,,200г,,,Крекеры Дельсер без соли 200г
104825,приправа розмарин,Добрый гном,True,"ООО ""КАРЕ""",10г,,,Приправа Добрый гном Розмарин 10г
161894,вареники с вишней,Не Бренд,True,"ООО ""Айс-Продукт""",450г,,,Вареники с вишней 450г От Ильиной
204604,кетчуп томат 0 57,Heinz,True,"ООО ""Петропродукт - Отрадное""",,,п/э,Кетчуп HEINZ Томат.п/э 0.57
206154,опята отборные в маринаде,Lutik,True,Xiamen Ovisen I/E Co. Ltd,200г,,,Опята отборные Lutik в маринаде 200г
243843,ассорти брауншвейгская сервелат с/к,ДЫМОВ,True,"ООО""Дымовское колбасное производство""",90г,,нарезка,Ассорти Брауншвейгская + Сервелат с/к ДЫМОВ нарезка 90г
614794,круассан клубника 3 1,7 Days,True,,65гр,,,Круассан  7 Days  клубника 65гр (3+1)
121761,лепешка восточная сырная,НИЖЕГОРОДСКИЙ ХЛЕБ,,НИЖЕГОРОДСКИЙ ХЛЕБ,300г,,,Лепешка Восточная сырная 300г
47906,огузок говяжий охл халяль эколь,Не Бренд,,,кг,,,"Огузок говяжий охл Халяль Эколь, кг"
241796,биойогурт обог б/б слива злаки,Активиа,True,"ООО ""Данон Индустрия""",290г,2%,,Биойогурт обог.б/б Активия 2% 290г слива+злаки
46303,стерлядь с/г непотр охл,Не Бренд,,,кг,,,"Стерлядь с/г непотр. охл., кг"
92771,блинчики с картофелем и грибами,Морозко,True,"ООО ""Морозко""",3штх70г,,,Блинчики с картофелем и грибами Морозко 3штх70г
46789,филе цыпленка зам,Приосколье,True,,кг,,,"Филе цыпленка зам. Приосколье,кг"
594632,молоко пастер фп,Дмитровский молочный завод,True,"ОАО ""Дмитровский Молочный Завод""",0.9л,3.2%,,Молоко пастер Дмитровский МЗ 3.2% 0.9л ФП
520950,майонезный соус провансаль,Полонез,True,"ООО ""Ногинский пищевой комбинат""",220мл,20%,дой-пак,Майонезный соус Полонез провансаль 20% 220мл дой-пак
182276,приправа для кофе и десертов мельница,Kamis,True,McCormick Polska S.A.,48г,,,Приправа Kamis для кофе и десертов 48г мельница
90233,желе вишня,Русский продукт,True,"ОАО ""Русский продукт""",50г,,,Желе Русский Продукт Вишня 50г
84284,крупа рис обработанный паром,Макфа,True,"ОАО ""МАКФА""",800г,,,Крупа Рис обработанный паром 800г Макфа
601988,майонез с лим соком дой,Слобода,True,"ОАО ""ЭФКО""",400мл,67%,пак,Майонез Слобода с лим соком 67% 400мл дой пак
110286,салат олимп,Не Бренд,True,,150г,,уп,"Салат Олимп ""Белая Дача"" 150г, уп"
106089,сосиски докторские,О'КЕЙ,True,"ЗАО ""Микояновский мясокомбинат""",400г,,,Сосиски ОКЕЙ Докторские 400г
49927,цыпленок табака охл,Не Бренд,True,"ОАО ""Птицефабрика Калужская"", Россия",кг,,,"Цыпленок табака охл. Рококо, кг"
195381,кофе растворимый с доб молотого милликано,Jacobs,True,"ООО ""Мон'дэлис Русь""",75г,,пакет,Кофе растворимый с доб. молотого Якобс Монарх Милликано75г пакет
313299,вода мин прир газ лечеб-стол,Нарзан,True,"ОАО ""Нарзан""",1.8л,,пэт,Вода Нарзан мин.прир.газ.лечеб-стол.1.8л ПЭТ
87247,крупа пшеничная булгур,Мистраль,True,"ООО ""Мистраль Трейдинг""",500г,,,Крупа Пшеничная Булгур 500г Мистраль
155832,фисташки жареные соленые,Твердый знак,True,"ЗАО ""ОРЕХПРОМ""",250г,,,Фисташки жареные соленые Твердый знак 250г
123031,сыр русская моцарелла с укропом и чесноком,GRANABELLA,True,"ОАО ""Маслодельно-сыродельный комбинат ""Михайловский"", Россия",300г,40%,,"Сыр ""Русская Моцарелла "" с укропом и чесноком GRANABELLA. 40%. 300г"
195224,конфеты,Cote D'or,True,Шварцкопф & Хенкель Продакшен Юроп ГмбХ & Ко,150г,,,Конфеты Кот Дор 150г
45905,грейпфруты для сока,Не Бренд,,,кг,,,"Грейпфруты для сока, кг"
103614,джем черника,Абрико,True,"ООО ""ПХП""",330г,,дой-пак,Джем Абрико черника 330г дой-пак
